customerid,gender,seniorcitizen,partner,dependents,tenure,internetservice,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,churn_label,segmento_antiguedad,score_servicios,ratio_cargo_antiguedad,segmento_valor,flag_contrato_mensual,flag_pago_riesgo,cltv_proyectado_24m,prob_churn,pred_churn,nivel_riesgo
7799-LGRDP,Female,0,No,No,43,No,Two year,Yes,Credit card (automatic),25.7,1188.2,0,No,Maduro (36m+),0,0.6,Medio,0,0,616.8,0.046277145676758405,0,Bajo
7850-VWJUU,Female,0,No,No,23,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,0,No,En desarrollo (13-36m),1,3.26,Medio,1,0,1800.0,0.5773871239647568,1,Medio
3774-VBNXY,Female,0,Yes,Yes,64,No,Two year,No,Mailed check,20.2,1277.75,0,No,Maduro (36m+),0,0.32,Medio,0,0,484.8,0.004655571357373462,0,Bajo
6217-KDYWC,Male,0,No,Yes,57,No,Two year,Yes,Mailed check,19.6,1170.55,0,No,Maduro (36m+),0,0.34,Medio,0,0,470.4,0.036042854978493986,0,Bajo
0390-DCFDQ,Female,1,Yes,No,1,Fiber optic,Month-to-month,Yes,Mailed check,70.45,70.45,1,Yes,Nuevo (0-12m),0,70.45,Bajo,1,0,1690.8,0.8688322656468531,1,Alto
3146-MSEGF,Female,1,Yes,Yes,72,DSL,Two year,Yes,Credit card (automatic),88.05,6425.65,0,No,Maduro (36m+),6,1.22,Premium,0,0,2113.2,0.026612194514040118,0,Bajo
4080-OGPJL,Female,0,No,No,8,DSL,Month-to-month,No,Electronic check,71.15,563.65,1,Yes,Nuevo (0-12m),3,8.89,Medio,1,1,1707.6,0.6775589209984295,1,Medio
1095-WGNGG,Female,0,Yes,No,61,Fiber optic,Two year,Yes,Bank transfer (automatic),101.05,5971.25,0,No,Maduro (36m+),3,1.66,Premium,0,0,2425.2,0.1808084702374984,0,Bajo
2636-SJDOU,Male,0,No,No,64,Fiber optic,One year,Yes,Credit card (automatic),84.3,5289.05,0,No,Maduro (36m+),2,1.32,Premium,0,0,2023.2,0.1472637972751261,0,Bajo
1131-QQZEB,Male,1,Yes,No,71,No,Two year,No,Bank transfer (automatic),23.95,1756.2,0,No,Maduro (36m+),0,0.34,Medio,0,0,574.8,0.006763135421533589,0,Bajo
5716-EZXZN,Female,0,Yes,Yes,65,Fiber optic,Two year,Yes,Credit card (automatic),99.05,6416.7,0,No,Maduro (36m+),4,1.52,Premium,0,0,2377.2,0.10244970208515765,0,Bajo
6837-BJYDQ,Male,0,No,No,3,No,One year,No,Mailed check,19.6,61.35,0,No,Nuevo (0-12m),0,6.53,Bajo,0,0,470.4,0.03383685089576692,0,Bajo
2135-RXIHG,Male,0,No,No,1,DSL,Month-to-month,Yes,Electronic check,45.65,45.65,1,Yes,Nuevo (0-12m),0,45.65,Bajo,1,1,1095.6,0.8267309529012894,1,Alto
6440-DKQGE,Male,0,No,Yes,30,DSL,One year,No,Credit card (automatic),64.5,1929.95,0,No,En desarrollo (13-36m),3,2.15,Medio,0,0,1548.0,0.1083991976586729,0,Bajo
3466-BYAVD,Male,0,Yes,Yes,15,DSL,Month-to-month,Yes,Mailed check,69.5,1071.4,0,No,En desarrollo (13-36m),4,4.63,Medio,1,0,1668.0,0.2818567814620218,0,Bajo
3780-YVMFA,Female,0,Yes,Yes,8,DSL,Month-to-month,Yes,Electronic check,68.55,564.35,0,No,Nuevo (0-12m),3,8.57,Medio,1,1,1645.2,0.5413072099522835,1,Medio
3874-EQOEP,Male,0,No,No,7,Fiber optic,Month-to-month,No,Mailed check,95.0,655.5,1,Yes,Nuevo (0-12m),2,13.57,Medio,1,0,2280.0,0.8465468507373407,1,Alto
1679-JRFBR,Female,0,Yes,Yes,70,Fiber optic,One year,Yes,Credit card (automatic),108.15,7930.55,0,No,Maduro (36m+),5,1.55,Premium,0,0,2595.6,0.21279505432998896,0,Bajo
9073-ZZIAY,Male,0,Yes,Yes,62,DSL,Two year,No,Electronic check,86.1,5215.25,0,No,Maduro (36m+),6,1.39,Premium,0,1,2066.4,0.0625983946688108,0,Bajo
3077-RSNTJ,Female,0,Yes,Yes,6,No,Month-to-month,No,Mailed check,19.7,113.5,0,No,Nuevo (0-12m),0,3.28,Bajo,1,0,472.8,0.167575628019011,0,Bajo
6551-GNYDG,Female,0,Yes,Yes,14,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,0,No,En desarrollo (13-36m),1,5.78,Medio,1,0,1941.6,0.6310817428580916,1,Medio
9167-APMXZ,Female,0,No,No,22,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,0,No,En desarrollo (13-36m),1,3.83,Medio,1,0,2019.6,0.6017761902751435,1,Medio
2749-CTKAJ,Male,0,Yes,Yes,22,No,One year,No,Mailed check,20.15,419.9,0,No,En desarrollo (13-36m),0,0.92,Bajo,0,0,483.6,0.010101765037709978,0,Bajo
6371-NZYEG,Male,0,Yes,Yes,16,DSL,Two year,No,Mailed check,64.25,1024.0,0,No,En desarrollo (13-36m),3,4.02,Medio,0,0,1542.0,0.0640991658769986,0,Bajo
7554-NEWDD,Male,0,No,No,10,No,Two year,No,Bank transfer (automatic),25.7,251.6,0,No,Nuevo (0-12m),0,2.57,Bajo,0,0,616.8,0.06907517680054844,0,Bajo
8992-VONJD,Female,0,No,Yes,13,DSL,Month-to-month,Yes,Electronic check,56.0,764.55,0,No,En desarrollo (13-36m),2,4.31,Medio,1,1,1344.0,0.48312308530205256,0,Medio
0867-MKZVY,Female,0,Yes,No,20,Fiber optic,Month-to-month,No,Electronic check,82.4,1592.35,1,Yes,En desarrollo (13-36m),1,4.12,Medio,1,1,1977.6,0.6658444030409671,1,Medio
4482-EWFMI,Female,0,No,No,2,Fiber optic,Month-to-month,Yes,Electronic check,69.7,135.2,0,No,Nuevo (0-12m),0,34.85,Bajo,1,1,1672.8,0.7631201675055902,1,Alto
4648-YPBTM,Male,0,No,No,53,DSL,Two year,Yes,Bank transfer (automatic),73.9,3958.25,0,No,Maduro (36m+),4,1.39,Alto,0,0,1773.6,0.053705140311192376,0,Bajo
2907-ILJBN,Female,0,Yes,Yes,11,No,One year,No,Mailed check,20.6,233.9,0,No,Nuevo (0-12m),0,1.87,Bajo,0,0,494.4,0.07989128773273099,0,Bajo
6345-FZOQH,Male,0,Yes,No,69,No,Two year,No,Mailed check,19.9,1363.45,0,No,Maduro (36m+),0,0.29,Medio,0,0,477.6,0.006801504102754891,0,Bajo
3376-BMGFE,Female,0,No,No,4,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,1,Yes,Nuevo (0-12m),0,17.73,Bajo,1,0,1701.6,0.8448199284939641,1,Alto
5997-OPVFA,Male,0,Yes,No,72,DSL,Two year,Yes,Bank transfer (automatic),89.05,6254.45,0,No,Maduro (36m+),6,1.24,Premium,0,0,2137.2,0.015806913709868118,0,Bajo
3445-HXXGF,Male,1,Yes,No,58,DSL,Month-to-month,Yes,Electronic check,45.3,2651.2,1,Yes,Maduro (36m+),3,0.78,Alto,1,1,1087.2,0.5535992681607658,1,Medio
1159-WFSGR,Female,0,Yes,Yes,16,No,Month-to-month,No,Electronic check,20.4,321.4,0,No,En desarrollo (13-36m),0,1.27,Bajo,1,1,489.6,0.1820182556813733,0,Bajo
7654-YWJUF,Male,0,Yes,No,43,Fiber optic,One year,Yes,Bank transfer (automatic),84.25,3539.25,0,No,Maduro (36m+),3,1.96,Alto,0,0,2022.0,0.19929844787433537,0,Bajo
1875-QIVME,Female,0,Yes,No,2,Fiber optic,Month-to-month,Yes,Electronic check,104.4,242.8,1,Yes,Nuevo (0-12m),4,52.2,Bajo,1,1,2505.6,0.8711249175021248,1,Alto
6727-IOTLZ,Male,0,Yes,No,14,DSL,Two year,No,Mailed check,81.95,1181.75,0,No,En desarrollo (13-36m),5,5.85,Medio,0,0,1966.8,0.13794119471318333,0,Bajo
0691-JVSYA,Female,0,Yes,No,53,Fiber optic,One year,Yes,Bank transfer (automatic),94.85,5000.2,1,Yes,Maduro (36m+),3,1.79,Premium,0,0,2276.4,0.39781796643156747,0,Bajo
5918-VUKWP,Female,0,No,No,32,No,One year,No,Bank transfer (automatic),20.55,654.55,0,No,En desarrollo (13-36m),0,0.64,Medio,0,0,493.2,0.019161576653787704,0,Bajo
1744-JHKYS,Female,0,Yes,No,34,No,Month-to-month,No,Electronic check,24.7,780.2,0,No,En desarrollo (13-36m),0,0.73,Medio,1,1,592.8,0.11314053894812298,0,Bajo
2656-FMOKZ,Female,1,No,No,15,Fiber optic,Month-to-month,Yes,Mailed check,74.45,1145.7,1,Yes,En desarrollo (13-36m),0,4.96,Medio,1,0,1786.8,0.7112545107140229,1,Alto
2070-FNEXE,Female,1,No,No,7,Fiber optic,Month-to-month,No,Bank transfer (automatic),76.45,503.6,1,Yes,Nuevo (0-12m),1,10.92,Medio,1,0,1834.8,0.7423342328445054,1,Alto
5947-SGKCL,Female,0,Yes,Yes,15,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,0,No,En desarrollo (13-36m),4,7.02,Medio,1,0,2528.4,0.6676450815695313,1,Medio
3712-PKXZA,Male,0,Yes,No,61,No,One year,Yes,Credit card (automatic),20.55,1252.0,0,No,Maduro (36m+),0,0.34,Medio,0,0,493.2,0.010620129424746967,0,Bajo
6317-YPKDH,Female,0,No,No,1,DSL,Month-to-month,No,Bank transfer (automatic),29.95,29.95,1,Yes,Nuevo (0-12m),1,29.95,Bajo,1,0,718.8,0.6980173453981224,1,Medio
6582-OIVSP,Female,0,No,No,1,DSL,Month-to-month,No,Mailed check,45.3,45.3,0,No,Nuevo (0-12m),0,45.3,Bajo,1,0,1087.2,0.703170403729178,1,Alto
9367-WXLCH,Male,0,No,No,8,Fiber optic,Month-to-month,No,Bank transfer (automatic),84.5,662.65,1,Yes,Nuevo (0-12m),1,10.56,Medio,1,0,2028.0,0.8157874108304709,1,Alto
5524-KHNJP,Male,0,Yes,Yes,33,DSL,One year,No,Credit card (automatic),74.75,2453.3,0,No,En desarrollo (13-36m),4,2.27,Alto,0,0,1794.0,0.19547362342879007,0,Bajo
1918-ZBFQJ,Female,0,No,No,13,Fiber optic,Month-to-month,Yes,Electronic check,79.25,1111.65,1,Yes,En desarrollo (13-36m),2,6.1,Medio,1,1,1902.0,0.7923332709555748,1,Alto
1024-GUALD,Female,0,Yes,No,1,DSL,Month-to-month,Yes,Electronic check,24.8,24.8,1,Yes,Nuevo (0-12m),0,24.8,Bajo,1,1,595.2,0.802567282004121,1,Alto
4827-USJHP,Male,0,No,No,20,DSL,Month-to-month,Yes,Mailed check,51.8,1023.85,0,No,En desarrollo (13-36m),1,2.59,Medio,1,0,1243.2,0.34387586106055884,0,Bajo
8167-GJLRN,Male,0,No,No,3,DSL,Month-to-month,No,Electronic check,30.4,82.15,0,No,Nuevo (0-12m),1,10.13,Bajo,1,1,729.6,0.6139844603364719,1,Medio
0956-SYCWG,Female,0,No,No,13,No,One year,No,Electronic check,19.65,244.8,0,No,En desarrollo (13-36m),0,1.51,Bajo,0,1,471.6,0.017468400872597198,0,Bajo
8017-UVSZU,Female,0,Yes,No,40,DSL,Month-to-month,No,Credit card (automatic),56.6,2379.1,0,No,Maduro (36m+),1,1.42,Alto,1,0,1358.4,0.34460975088318124,0,Bajo
7100-FQPRV,Male,0,Yes,Yes,43,DSL,One year,Yes,Credit card (automatic),71.9,3173.35,0,No,Maduro (36m+),3,1.67,Alto,0,0,1725.6,0.17874852526996496,0,Bajo
2472-OVKUP,Male,0,Yes,No,6,Fiber optic,Month-to-month,Yes,Electronic check,91.0,531.0,1,Yes,Nuevo (0-12m),3,15.17,Medio,1,1,2184.0,0.8914650731279287,1,Alto
2984-RGEYA,Female,0,Yes,Yes,69,No,Two year,No,Bank transfer (automatic),19.75,1375.4,0,No,Maduro (36m+),0,0.29,Medio,0,0,474.0,0.04388839816304542,0,Bajo
9680-NIAUV,Female,0,Yes,Yes,72,Fiber optic,Two year,No,Credit card (automatic),109.7,8129.3,0,No,Maduro (36m+),5,1.52,Premium,0,0,2632.8,0.055936329826004084,0,Bajo
2146-EGVDT,Male,0,Yes,Yes,59,No,Two year,No,Credit card (automatic),19.3,1192.7,0,No,Maduro (36m+),0,0.33,Medio,0,0,463.2,0.048182950609934425,0,Bajo
2604-IJPDU,Female,0,Yes,No,20,Fiber optic,Month-to-month,Yes,Electronic check,96.55,1901.65,0,No,En desarrollo (13-36m),4,4.83,Medio,1,1,2317.2,0.7909341583498909,1,Alto
9178-JHUVJ,Male,0,Yes,Yes,24,No,Two year,Yes,Bank transfer (automatic),24.1,587.4,0,No,En desarrollo (13-36m),0,1.0,Medio,0,0,578.4,0.038740732285946315,0,Bajo
6168-YBYNP,Male,0,No,No,59,Fiber optic,Month-to-month,Yes,Electronic check,111.35,6519.75,0,No,Maduro (36m+),5,1.89,Premium,1,1,2672.4,0.38959860309068567,0,Bajo
7255-SSFBC,Male,0,Yes,Yes,72,Fiber optic,Two year,Yes,Bank transfer (automatic),112.25,8041.65,0,No,Maduro (36m+),5,1.56,Premium,0,0,2694.0,0.03763073964660459,0,Bajo
3645-DEYGF,Male,0,No,Yes,1,No,Month-to-month,No,Mailed check,20.75,20.75,0,No,Nuevo (0-12m),0,20.75,Bajo,1,0,498.0,0.5417491904602201,1,Medio
9323-HGFWY,Female,0,Yes,No,27,Fiber optic,One year,Yes,Credit card (automatic),101.9,2681.15,0,No,En desarrollo (13-36m),4,3.77,Alto,0,0,2445.6,0.28943157284918836,0,Bajo
8544-GOQSH,Female,0,No,No,14,Fiber optic,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,0,No,En desarrollo (13-36m),2,5.72,Medio,1,0,1921.2,0.6626261682183825,1,Medio
3363-DTIVD,Male,0,Yes,Yes,71,Fiber optic,Two year,No,Electronic check,105.55,7405.5,0,No,Maduro (36m+),4,1.49,Premium,0,1,2533.2,0.1913856577277298,0,Bajo
7018-WBJNK,Male,0,No,Yes,13,Fiber optic,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,0,No,En desarrollo (13-36m),1,6.02,Medio,1,0,1879.2,0.6276121569716421,1,Medio
9142-KZXOP,Male,0,No,No,44,Fiber optic,Month-to-month,No,Credit card (automatic),68.85,2958.95,0,No,Maduro (36m+),0,1.56,Alto,1,0,1652.4,0.4034172443036503,0,Medio
7674-YTAFD,Female,0,No,No,33,Fiber optic,One year,Yes,Bank transfer (automatic),79.95,2684.85,0,No,En desarrollo (13-36m),2,2.42,Alto,0,0,1918.8,0.18314018748915067,0,Bajo
6348-SNFUS,Male,0,Yes,Yes,72,DSL,Two year,Yes,Credit card (automatic),55.45,4179.2,0,No,Maduro (36m+),5,0.77,Alto,0,0,1330.8,0.028650888486517544,0,Bajo
1285-OKIPP,Male,0,No,No,1,Fiber optic,Month-to-month,No,Electronic check,79.9,79.9,1,Yes,Nuevo (0-12m),1,79.9,Bajo,1,1,1917.6,0.9363101222400216,1,Alto
7825-ECJRF,Female,0,No,No,19,Fiber optic,Month-to-month,Yes,Electronic check,106.6,1934.45,1,Yes,En desarrollo (13-36m),5,5.61,Medio,1,1,2558.4,0.7488660257397313,1,Alto
1347-KTTTA,Male,0,Yes,No,64,Fiber optic,One year,Yes,Credit card (automatic),102.45,6654.1,0,No,Maduro (36m+),5,1.6,Premium,0,0,2458.8,0.2621990259175254,0,Bajo
7841-TZDMQ,Male,0,No,No,2,DSL,Month-to-month,Yes,Credit card (automatic),46.0,84.5,1,Yes,Nuevo (0-12m),0,23.0,Bajo,1,0,1104.0,0.7771260921304055,1,Alto
4195-NZGTA,Female,0,No,No,1,DSL,Month-to-month,No,Electronic check,25.25,25.25,0,No,Nuevo (0-12m),0,25.25,Bajo,1,1,606.0,0.698787398755885,1,Medio
7157-SMCFK,Male,0,No,Yes,61,No,Two year,No,Mailed check,19.75,1124.2,0,No,Maduro (36m+),0,0.32,Medio,0,0,474.0,0.06913065501553228,0,Bajo
4709-LKHYG,Female,0,Yes,Yes,29,No,One year,No,Electronic check,20.0,540.05,0,No,En desarrollo (13-36m),0,0.69,Medio,0,1,480.0,0.01014510563030876,0,Bajo
2504-DSHIH,Male,1,Yes,No,23,Fiber optic,Month-to-month,No,Electronic check,86.8,1975.85,0,No,En desarrollo (13-36m),1,3.77,Medio,1,1,2083.2,0.6626882452700688,1,Medio
0699-NDKJM,Female,0,Yes,No,57,DSL,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,0,No,Maduro (36m+),5,1.03,Alto,1,0,1410.0,0.2193934495547375,0,Bajo
9286-BHDQG,Male,0,Yes,Yes,72,DSL,Two year,No,Credit card (automatic),45.25,3139.8,0,No,Maduro (36m+),4,0.63,Alto,0,0,1086.0,0.05790527393081797,0,Bajo
0230-WEQUW,Male,0,Yes,No,66,DSL,Two year,Yes,Bank transfer (automatic),56.6,3789.2,0,No,Maduro (36m+),5,0.86,Alto,0,0,1358.4,0.033088865055210304,0,Bajo
2040-LDIWQ,Male,0,Yes,Yes,65,DSL,Two year,Yes,Bank transfer (automatic),84.2,5324.5,0,No,Maduro (36m+),5,1.3,Premium,0,0,2020.8,0.051961097047078034,0,Bajo
6496-JDSSB,Female,0,No,No,8,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,0,No,Nuevo (0-12m),1,10.0,Medio,1,0,1920.0,0.8020633658904848,1,Alto
9408-SSNVZ,Female,0,No,No,4,Fiber optic,Month-to-month,Yes,Electronic check,70.15,268.35,1,Yes,Nuevo (0-12m),0,17.54,Bajo,1,1,1683.6,0.8238367515660145,1,Alto
4443-EMBNA,Female,0,Yes,No,71,No,Two year,No,Bank transfer (automatic),24.75,1836.9,0,No,Maduro (36m+),0,0.35,Medio,0,0,594.0,0.010449070859563241,0,Bajo
6469-MRVET,Male,0,Yes,Yes,1,No,One year,Yes,Electronic check,20.2,20.2,0,No,Nuevo (0-12m),0,20.2,Bajo,0,1,484.8,0.13350029237715627,0,Bajo
0742-MOABM,Male,0,Yes,No,4,DSL,Month-to-month,No,Mailed check,50.05,179.35,1,Yes,Nuevo (0-12m),1,12.51,Bajo,1,0,1201.2,0.6320338534279838,1,Medio
5961-VUSRV,Female,0,No,No,12,No,One year,Yes,Bank transfer (automatic),19.35,219.35,0,No,Nuevo (0-12m),0,1.61,Bajo,0,0,464.4,0.07256110810653221,0,Bajo
6778-JFCMK,Male,0,No,No,24,DSL,One year,Yes,Mailed check,50.6,1288.75,0,No,En desarrollo (13-36m),3,2.11,Medio,0,0,1214.4,0.17554120227254816,0,Bajo
6341-JVQGF,Female,0,Yes,Yes,31,DSL,One year,Yes,Mailed check,81.15,2545.75,0,No,En desarrollo (13-36m),5,2.62,Alto,0,0,1947.6,0.2549756894148318,0,Bajo
2232-DMLXU,Female,0,Yes,No,1,DSL,Month-to-month,No,Mailed check,55.2,55.2,1,Yes,Nuevo (0-12m),1,55.2,Bajo,1,0,1324.8,0.7086462141211434,1,Alto
4811-JBUVU,Male,0,No,No,30,Fiber optic,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,0,No,En desarrollo (13-36m),2,3.0,Alto,1,0,2157.6,0.6100040348568712,1,Medio
0945-TSONX,Female,0,Yes,Yes,47,DSL,Two year,Yes,Credit card (automatic),85.3,4107.25,0,No,Maduro (36m+),5,1.81,Alto,0,0,2047.2,0.07932151637991454,0,Bajo
2651-ZCBXV,Male,0,No,No,54,Fiber optic,Two year,Yes,Credit card (automatic),108.0,5760.65,0,No,Maduro (36m+),5,2.0,Premium,0,0,2592.0,0.48295247017799864,0,Medio
3316-UWXUY,Male,0,No,No,50,Fiber optic,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,0,No,Maduro (36m+),4,1.87,Alto,1,0,2244.0,0.5081623637388654,1,Medio
8937-RDTHP,Male,0,No,No,1,Fiber optic,Month-to-month,Yes,Mailed check,84.6,84.6,1,Yes,Nuevo (0-12m),2,84.6,Bajo,1,0,2030.4,0.9183379380421737,1,Alto
7083-MIOPC,Female,0,No,No,72,No,Two year,No,Credit card (automatic),20.25,1566.9,0,No,Maduro (36m+),0,0.28,Medio,0,0,486.0,0.007078771481679889,0,Bajo
1984-GPTEH,Female,0,No,No,29,No,Month-to-month,No,Electronic check,25.15,702.0,0,No,En desarrollo (13-36m),0,0.87,Medio,1,1,603.6,0.13292232858181316,0,Bajo
1251-KRREG,Male,0,No,No,2,DSL,Month-to-month,Yes,Mailed check,54.4,114.1,1,Yes,Nuevo (0-12m),1,27.2,Bajo,1,0,1305.6,0.742655221830842,1,Alto
0621-JFHOL,Female,0,No,No,10,DSL,Two year,Yes,Mailed check,29.6,299.05,0,No,Nuevo (0-12m),1,2.96,Bajo,0,0,710.4,0.10244722367869954,0,Bajo
9903-LYSAB,Male,0,Yes,No,18,Fiber optic,Month-to-month,Yes,Electronic check,73.15,1305.95,0,No,En desarrollo (13-36m),0,4.06,Medio,1,1,1755.6,0.6560958125244651,1,Medio
0094-OIFMO,Female,1,No,No,11,Fiber optic,Month-to-month,Yes,Electronic check,95.0,1120.3,1,Yes,Nuevo (0-12m),3,8.64,Medio,1,1,2280.0,0.8816618774893016,1,Alto
9227-UAQFT,Male,0,No,No,16,No,Two year,No,Mailed check,19.75,284.35,0,No,En desarrollo (13-36m),0,1.23,Bajo,0,0,474.0,0.01782995155559642,0,Bajo
7301-ABVAD,Female,0,No,No,72,DSL,Two year,No,Bank transfer (automatic),86.6,6350.5,0,No,Maduro (36m+),5,1.2,Premium,0,0,2078.4,0.025144696776412016,0,Bajo
6614-FHDBO,Male,0,No,No,72,Fiber optic,Two year,No,Bank transfer (automatic),109.2,7878.3,0,No,Maduro (36m+),5,1.52,Premium,0,0,2620.8,0.08205930206136779,0,Bajo
7576-ASEJU,Female,0,Yes,Yes,41,DSL,One year,Yes,Credit card (automatic),74.7,3187.65,0,No,Maduro (36m+),4,1.82,Alto,0,0,1792.8,0.21465404114919714,0,Bajo
9058-HRZSV,Female,1,Yes,No,65,Fiber optic,Month-to-month,No,Electronic check,94.4,6126.15,0,No,Maduro (36m+),4,1.45,Premium,1,1,2265.6,0.4057916543267847,0,Medio
4522-AKYLR,Female,1,No,No,13,DSL,Month-to-month,Yes,Electronic check,54.8,731.3,0,No,En desarrollo (13-36m),2,4.22,Medio,1,1,1315.2,0.5283185561933672,1,Medio
0221-WMXNQ,Male,1,No,No,4,Fiber optic,Month-to-month,No,Electronic check,75.35,273.4,0,No,Nuevo (0-12m),1,18.84,Bajo,1,1,1808.4,0.767413778134879,1,Alto
0303-UNCIP,Male,0,No,No,41,DSL,One year,No,Mailed check,65.0,2531.8,0,No,Maduro (36m+),2,1.59,Alto,0,0,1560.0,0.14790270065284017,0,Bajo
9947-OTFQU,Male,1,No,No,15,Fiber optic,Month-to-month,Yes,Electronic check,74.4,1074.3,1,Yes,En desarrollo (13-36m),1,4.96,Medio,1,1,1785.6,0.7682753140731708,1,Alto
0322-YINQP,Male,0,No,No,1,DSL,Month-to-month,Yes,Mailed check,48.55,48.55,1,Yes,Nuevo (0-12m),1,48.55,Bajo,1,0,1165.2,0.766442028258155,1,Alto
0959-WHOKV,Male,0,No,No,42,Fiber optic,One year,Yes,Electronic check,99.0,4298.45,0,No,Maduro (36m+),4,2.36,Alto,0,1,2376.0,0.47933871736568195,0,Medio
4075-JFPGR,Female,0,Yes,No,51,Fiber optic,One year,Yes,Electronic check,93.5,4619.55,0,No,Maduro (36m+),4,1.83,Alto,0,1,2244.0,0.2917501106205592,0,Bajo
4629-NRXKX,Female,0,Yes,Yes,2,Fiber optic,Month-to-month,No,Electronic check,70.4,147.15,1,Yes,Nuevo (0-12m),0,35.2,Bajo,1,1,1689.6,0.7820798917216972,1,Alto
9514-JDSKI,Male,1,Yes,No,1,DSL,Month-to-month,No,Electronic check,40.2,40.2,1,Yes,Nuevo (0-12m),2,40.2,Bajo,1,1,964.8,0.7973407631940843,1,Alto
3282-ZISZV,Male,0,No,Yes,32,DSL,One year,No,Credit card (automatic),83.7,2633.3,0,No,En desarrollo (13-36m),5,2.62,Alto,0,0,2008.8,0.24839474210100815,0,Bajo
3675-YDUPJ,Male,0,No,No,10,No,Month-to-month,Yes,Mailed check,19.85,193.05,0,No,Nuevo (0-12m),0,1.99,Bajo,1,0,476.4,0.14953744975254302,0,Bajo
4111-BNXIF,Female,0,Yes,Yes,67,DSL,Two year,Yes,Electronic check,59.55,4103.9,0,No,Maduro (36m+),5,0.89,Alto,0,1,1429.2,0.09115005480946607,0,Bajo
7017-VFHAY,Female,0,Yes,Yes,61,Fiber optic,Two year,No,Credit card (automatic),115.1,7008.15,0,No,Maduro (36m+),6,1.89,Premium,0,0,2762.4,0.1347959427495832,0,Bajo
6655-LHBYW,Male,0,No,No,50,Fiber optic,One year,No,Credit card (automatic),114.35,5791.1,0,No,Maduro (36m+),6,2.29,Premium,0,0,2744.4,0.21486795163984973,0,Bajo
4959-JOSRX,Female,0,Yes,No,2,DSL,Month-to-month,Yes,Credit card (automatic),44.6,80.55,1,Yes,Nuevo (0-12m),0,22.3,Bajo,1,0,1070.4,0.7685325545368045,1,Alto
5046-NUHWD,Female,1,Yes,No,29,DSL,Month-to-month,Yes,Electronic check,45.0,1228.65,0,No,En desarrollo (13-36m),3,1.55,Medio,1,1,1080.0,0.3552802423397045,0,Bajo
7273-TEFQD,Male,1,No,No,3,DSL,Month-to-month,Yes,Electronic check,41.15,132.2,1,Yes,Nuevo (0-12m),2,13.72,Bajo,1,1,987.6,0.8070524482467029,1,Alto
3606-TWKGI,Male,1,No,No,13,Fiber optic,Month-to-month,Yes,Electronic check,106.9,1364.3,1,Yes,En desarrollo (13-36m),4,8.22,Medio,1,1,2565.6,0.8254191129400198,1,Alto
7529-ZDFXI,Male,1,Yes,No,57,Fiber optic,Month-to-month,Yes,Electronic check,89.85,4925.35,0,No,Maduro (36m+),2,1.58,Alto,1,1,2156.4,0.5005320492528886,1,Medio
7605-BDWDC,Female,0,No,No,31,DSL,Two year,Yes,Bank transfer (automatic),49.85,1520.1,0,No,En desarrollo (13-36m),4,1.61,Medio,0,0,1196.4,0.05881521576188816,0,Bajo
1950-KSVVJ,Female,0,Yes,No,45,Fiber optic,One year,No,Mailed check,113.3,5032.25,0,No,Maduro (36m+),6,2.52,Premium,0,0,2719.2,0.19668300665350508,0,Bajo
0123-CRBRT,Female,0,Yes,Yes,61,DSL,Two year,No,Mailed check,88.1,5526.75,0,No,Maduro (36m+),6,1.44,Premium,0,0,2114.4,0.03114553065460782,0,Bajo
6292-TOSSS,Male,0,No,No,50,No,Two year,No,Bank transfer (automatic),24.9,1195.25,0,No,Maduro (36m+),0,0.5,Medio,0,0,597.6,0.06728773101505527,0,Bajo
3197-ARFOY,Female,1,No,No,19,Fiber optic,Month-to-month,Yes,Mailed check,105.0,2007.25,0,No,En desarrollo (13-36m),5,5.53,Alto,1,0,2520.0,0.6787981886108821,1,Medio
6323-AYBRX,Male,0,No,No,59,No,Two year,No,Mailed check,19.35,1099.6,1,Yes,Maduro (36m+),0,0.33,Medio,0,0,464.4,0.3013129935388361,0,Bajo
7014-ZZXAW,Female,0,Yes,No,71,No,Two year,Yes,Credit card (automatic),24.25,1732.95,0,No,Maduro (36m+),0,0.34,Medio,0,0,582.0,0.006020959908652135,0,Bajo
4385-GZQXV,Female,1,No,No,16,Fiber optic,Month-to-month,Yes,Electronic check,94.45,1511.2,1,Yes,En desarrollo (13-36m),3,5.9,Medio,1,1,2266.8,0.8162577702212055,1,Alto
7633-MVPUY,Male,0,Yes,No,57,DSL,Two year,Yes,Electronic check,59.75,3450.15,0,No,Maduro (36m+),3,1.05,Alto,0,1,1434.0,0.13006166926840868,0,Bajo
